audiofile,tempo,danceability,instrumentalvoice,style,arousal,valence
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0c/0cj9AHHdO4iRDR2hVeOyAR.mp3,90.02342224121094,1.7437745332717896,voice,Rock---Alternative Rock,5.238273,5.5208077
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0c/0c3vUiksPi7mXsoM522Gf9.mp3,117.18147277832033,1.331325650215149,instrumental,Classical---Medieval,5.19685,4.3680573
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0W/0WGmB12qGPK56sjoqX6viN.mp3,89.89225006103516,1.5592180490493774,instrumental,Hip Hop---Instrumental,5.1621966,4.3907814
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4l/4l6CnxuPdcNvwjeYc0CvAN.mp3,129.0493927001953,2.348417997360229,voice,Electronic---UK Garage,4.996189,6.889787
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/18/183gI3hEvjHAL1RlvTblZz.mp3,153.64405822753906,1.3868885040283203,voice,Latin---Reggaeton,5.248983,4.73408
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/18/18XhpMPsd4oeX6lQETPeaU.mp3,83.8775863647461,1.3596667051315308,voice,Electronic---Drum n Bass,4.8352313,4.853101
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4T/4Tpq2LKCwOyAJlSHNR4iPk.mp3,89.87492370605469,1.6343599557876587,voice,Hip Hop---Conscious,5.24485,6.241608
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4t/4t0UsYzmmmZRMTWn77jiGF.mp3,120.30036926269533,1.7544305324554443,voice,Electronic---House,5.7860475,6.586798
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4t/4t311U33AbGjloBf67KGBs.mp3,91.9137954711914,1.4612815380096436,voice,Funk / Soul---Contemporary R&B,5.876387,5.9165792
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/45/45XFisTHb1wI5MtJztFYsu.mp3,135.72425842285156,1.175268530845642,voice,Non-Music---Poetry,4.920683,5.7682285
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/29/29QgHKWCo324ii8otbB0po.mp3,91.00167083740234,0.9641115069389344,instrumental,Classical---Renaissance,4.4914455,4.1067896
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/1b/1bz1ODiHBopRFAHTOjXlbs.mp3,128.0302276611328,1.6356767416000366,voice,Pop---Chanson,6.3765273,6.152066
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5P/5P97xlvOl6IadKTLVId5ap.mp3,122.95466613769533,0.9907480478286744,voice,Pop---J-pop,6.5731707,6.6811547
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/02/02MDVGgVJbKJ6PsAG6793p.mp3,112.7247085571289,1.350130319595337,voice,Rock---Alternative Rock,5.9561305,6.4212513
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/2q/2qzRf1nn7hFpVod2PHhqB3.mp3,100.7346649169922,0.8331030607223511,voice,Pop---Vocal,4.337352,4.331851
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4S/4SbB5aNkAo0eyR2PGSp8a5.mp3,135.40960693359375,1.4129319190979004,voice,Rock---Heavy Metal,4.99855,6.62832
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/6S/6SqNM0R780HztwePWJFMEi.mp3,101.8966064453125,1.7056705951690674,voice,Electronic---Euro House,5.908821,5.537809
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/1V/1VWYKR91K0WYMxyBHNaYxt.mp3,90.77490234375,1.0713140964508057,instrumental,Classical---Renaissance,4.127582,2.8910909
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/51/51iB6H3CQEmaaaKkmhmwum.mp3,122.17903137207033,0.9874602556228638,instrumental,Electronic---Disco Polo,4.531834,4.157708
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/2h/2hIacvX7e5s1AKb4zOh0pc.mp3,111.25643920898438,1.2581992149353027,voice,Rock---Alternative Rock,4.9001617,6.0966234
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0v/0vftWnxkkTLK611M5R31rB.mp3,143.19625854492188,1.2121920585632324,voice,Rock---Alternative Rock,4.18094,4.4247675
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0v/0v1Yg2zOk3t0YoW8NWsgWt.mp3,139.8790283203125,1.757683515548706,voice,Latin---Reggaeton,5.916368,7.1232815
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/1w/1wx6JALNy9KXwndVziEUKw.mp3,142.7449951171875,1.0157043933868408,voice,Pop---Ballad,4.495455,5.666013
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/1w/1wzlZc4DoezFQn0rAwtZ64.mp3,117.77127075195312,1.49157452583313,voice,Rock---Indie Rock,6.1035557,6.28523
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5T/5TyfUXhl7AShsLjj9MEKtg.mp3,106.716552734375,1.0178226232528689,instrumental,Rock---Psychedelic Rock,5.2671494,6.5991006
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/52/52VGQZSdC985CXY3n0i7KZ.mp3,89.62291717529297,0.9401089549064636,instrumental,Children's---Nursery Rhymes,3.8774877,3.070663
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5E/5EMTuiSD6NTqnQOmWgNQxg.mp3,90.98654174804688,1.2093732357025146,voice,Electronic---Downtempo,5.3215003,4.171612
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/3P/3PjWpRGkOrbp2epH9871Vn.mp3,86.93052673339844,1.266660213470459,voice,Rock---Alternative Rock,5.14079,5.2943773
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/6O/6O3PRnABuZ8wdhOIzggfX7.mp3,89.20216369628906,1.013649582862854,voice,Rock---Garage Rock,5.999198,6.2000933
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/2X/2Xu21AeNdt8rLShMYgYwpU.mp3,124.03483581542967,1.3437281847000122,voice,Hip Hop---Grime,4.2509847,5.620672
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/68/68B3urp2uXgEDenOfqhdQi.mp3,117.93120574951172,1.872415542602539,voice,Folk_ World_ & Country---African,5.501976,5.020692
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/49/49ty0lBIjB1YQ9oNU7JadW.mp3,115.92932891845705,1.273953557014465,voice,Electronic---Halftime,4.846498,5.962372
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/49/49ke1qwOtVOkc37k41wN9f.mp3,117.32262420654295,1.6658324003219604,voice,Electronic---Euro-Disco,6.907706,6.3417015
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/2V/2V9zvMiYJAB06S8LeN89fr.mp3,136.0857696533203,1.343407392501831,voice,Rock---Alternative Rock,5.023335,6.357739
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/2V/2VX8peEoA0gx5xSF4uuCDS.mp3,81.69971466064453,1.586938738822937,voice,Hip Hop---Hardcore Hip-Hop,5.326927,5.753582
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/2Z/2ZrCLJz5UGbJCW2JK2OgkK.mp3,104.10108184814452,0.9605377912521362,voice,Electronic---Ambient,4.5061126,4.2397904
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/34/34Z8N55sBaI0DNAqk8U5N8.mp3,148.67567443847656,1.0469528436660769,voice,Rock---Indie Rock,5.841193,6.2346873
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/34/343ySUa7BIhKTLOFgVzzYc.mp3,139.938720703125,1.580150485038757,voice,Electronic---Freestyle,5.3116884,6.875893
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4U/4U2EixxDvgzSpZt042KEjI.mp3,131.6317138671875,0.9483116269111632,voice,Rock---Punk,5.4537024,7.006518
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4P/4PgXQ2ld1xWuinf5YmMolQ.mp3,86.12285614013672,1.2257165908813477,voice,Pop---Bollywood,4.946394,5.1217294
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/59/59uTpQjGQynHLpKtVyJn0I.mp3,119.8461685180664,1.112446904182434,instrumental,Electronic---Chiptune,5.745024,6.0648184
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/3m/3mHCQ9DIYjX0NAO6wnqzaJ.mp3,135.6320343017578,2.319249629974365,voice,Electronic---Synth-pop,5.962043,6.929813
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/14/143HujryNbnIzNV85jkW8a.mp3,132.8495635986328,1.138096809387207,voice,Latin---Mariachi,4.258991,4.5839424
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/6z/6z6mAQsKBvp9xPTm149Cvq.mp3,161.69935607910156,1.19282865524292,voice,Latin---Reggaeton,5.643168,6.174301
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/3V/3VRSHMQhc0ea5ieH9jFVrb.mp3,133.8382110595703,1.2853310108184814,voice,Latin---Reggaeton,4.862746,5.168569
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5W/5WlZhRhLqTDxbhLGftSd6l.mp3,125.8896026611328,1.003512978553772,instrumental,Electronic---Broken Beat,6.1076837,5.7608743
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4m/4mmh5f2kfslEezzBAfOeht.mp3,99.78868103027344,1.543848752975464,voice,Hip Hop---Gangsta,5.139654,6.1900024
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4m/4mEyJLA4OhmS6VNo5GxtEm.mp3,138.17112731933594,1.1305724382400513,voice,Funk / Soul---Neo Soul,4.8680396,5.2884293
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/17/17CHY0FoOgypamXGpk0Kqj.mp3,123.74607849121094,1.19541597366333,instrumental,Folk_ World_ & Country---Éntekhno,4.8178234,3.8337026
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/17/17E5kYLd1yrnzndzn4Xovp.mp3,115.89795684814452,1.4892044067382812,voice,Folk_ World_ & Country---African,5.634397,6.7322145
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/2w/2wWlOixgIosfeYZEQyhsaO.mp3,172.26564025878906,1.104164719581604,voice,Pop---Chanson,5.375018,4.9474306
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/1B/1BdtUjQmkvRTTUVySRuK4e.mp3,104.51595306396484,0.6379867196083069,instrumental,Electronic---Ambient,3.6046696,3.1325805
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0u/0uDDwQW7RjDvGZXKryHshr.mp3,129.59127807617188,1.060847282409668,instrumental,Electronic---Darkwave,4.8724656,5.1577992
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5D/5DkFpeYPwQes4a9YE3UUdd.mp3,161.7115936279297,1.2214908599853516,voice,Folk_ World_ & Country---Flamenco,5.655331,5.771945
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5D/5DapY2iD54dh0PwfPbx1RM.mp3,116.71158599853516,1.1763160228729248,voice,Folk_ World_ & Country---Raï,6.365411,6.930144
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5D/5DhPPiULuuXllyVd3T8ZaN.mp3,136.0368194580078,1.3509567975997925,voice,Hip Hop---Trap,5.7367396,6.186953
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0Z/0ZVcDEK0peds7MKBRIqnIV.mp3,99.7329330444336,1.252009630203247,voice,Pop---J-pop,6.346391,7.122887
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/7p/7ps7z3HNmjHWNS9kzNjle2.mp3,118.75450897216795,1.2245625257492063,voice,Funk / Soul---Funk,5.7468963,5.5215364
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/7p/7pFjc2VFPv8LRnYfNHE8iS.mp3,91.65557861328124,0.991288125514984,voice,Funk / Soul---Gospel,4.310502,4.0447197
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/1P/1PiM5snP1x9HKFnqx0Bzdf.mp3,96.45726776123048,0.9298608899116516,instrumental,Classical---Neo-Romantic,4.9546905,4.8925385
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/1P/1PF4kAUHKTydD73icSVno1.mp3,130.42539978027344,1.2072341442108154,voice,Folk_ World_ & Country---Flamenco,5.975321,5.8799386
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/7E/7ELg58IHgSF4lRySlYdFX0.mp3,90.20010375976562,1.1620149612426758,voice,Rock---Heavy Metal,5.0996175,5.5474167
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/7E/7E7I138eFwEcAik295zVtR.mp3,95.10367584228516,1.270076870918274,voice,Rock---Alternative Rock,4.5277576,7.5844774
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/7E/7ENJrQROroKjNHTazh7Trb.mp3,131.5493927001953,1.0769381523132324,voice,Rock---Punk,5.6761284,7.010128
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4n/4nWuBetUupWLaI6y1wPPL3.mp3,87.09672546386719,1.5497695207595823,voice,Funk / Soul---Neo Soul,5.5761604,5.695148
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4n/4nZQotVbb81u2foJ8hb9nw.mp3,136.0281219482422,1.171578049659729,voice,Pop---K-pop,5.3550735,4.923431
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0t/0tKWVnnCD6rmtSBIR7AiE4.mp3,105.96556854248048,1.567209243774414,voice,Electronic---Chiptune,6.701959,6.461855
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5j/5jgeoj4zIu3haLuQVjBrbi.mp3,144.98452758789062,1.1032252311706543,voice,Electronic---Hands Up,4.7953496,6.449539
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5j/5jqgjCCAvc3qdgy4NYCnIu.mp3,116.17435455322266,1.088240623474121,voice,Hip Hop---Cloud Rap,4.290002,5.3596616
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5K/5KNuHsIeFtD0oukst77hBi.mp3,118.60394287109376,1.3904181718826294,voice,Electronic---Vaporwave,4.8189054,5.1483397
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5K/5KKA2xfuxPgOpSlCuBpOAQ.mp3,124.1852569580078,1.5820178985595703,instrumental,Folk_ World_ & Country---Soukous,6.62473,6.503151
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/1s/1sNZoN5Nj0Z7dXUizHNi2L.mp3,129.40016174316406,1.1674405336380005,voice,Hip Hop---Cloud Rap,3.528315,4.0408645
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0i/0iJEGlU72MMwbPf8igQsVI.mp3,103.1129150390625,1.7495019435882568,voice,Hip Hop---Crunk,4.4745564,6.455348
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/44/44NYkYW8Do5aUwVHioEJjT.mp3,127.1134033203125,1.2989376783370972,voice,Latin---Guaracha,6.744345,6.3486953
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4Q/4Qw9AIQsusSdvEcO0MuOv3.mp3,124.87434387207033,1.6233195066452026,voice,Folk_ World_ & Country---Soukous,5.805818,5.5860405
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/2y/2yMfDwie0nTQDpyMGDWwPD.mp3,108.00376892089844,1.182039737701416,voice,Stage & Screen---Soundtrack,5.5714927,5.8108487
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/3y/3ytUgxZj1EYHb8zlk5VKk6.mp3,97.30482482910156,0.7950339317321777,instrumental,Electronic---Ambient,4.104614,3.4585178
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/3y/3y8DxOuZnp8C0SLhzWFRNJ.mp3,95.02298736572266,0.8751649856567383,instrumental,Classical---Impressionist,4.3221908,3.6814418
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/3y/3yCYQ0uzJyX0GwJoF3QvAe.mp3,115.37699127197266,1.742051601409912,voice,Electronic---Tropical House,5.3136168,5.9281673
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/3y/3yKDTSL7IbEGJy7pm8tSgK.mp3,92.79547119140624,1.287000060081482,instrumental,Electronic---Downtempo,5.0582943,3.8364875
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/1R/1RDnckI3aDh19h9TJAUm3N.mp3,114.80596923828124,0.8585948944091797,instrumental,Electronic---Chiptune,4.1309133,4.67283
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/4E/4EbAftNM732UGLF8gmIIsX.mp3,128.31178283691406,1.5697524547576904,voice,Latin---Vallenato,5.8271856,6.106105
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/6M/6MzIBGCg0m1GtNggLPM31h.mp3,148.2229461669922,0.9693920612335204,voice,Folk_ World_ & Country---Folk,4.3441243,3.7188568
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5e/5eJJOdNwwqCOChRnamKor3.mp3,120.68392944335938,1.152164101600647,voice,Stage & Screen---Soundtrack,5.355675,4.7522044
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/7w/7wZa5nV5BvTwSfRu36esIk.mp3,89.1309814453125,1.3244848251342771,voice,Hip Hop---Boom Bap,4.7873735,5.9625273
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0A/0ASvZIiB2Ml32DlUhfaOhx.mp3,161.49896240234375,0.8914315700531006,instrumental,Electronic---Techno,5.135512,5.1328015
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/3I/3Iutwimw1myD09IjXITuhg.mp3,125.9554443359375,1.2815732955932615,voice,Electronic---Italo-Disco,6.22164,6.1226645
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/15/15LhiWzrEB8vxTAUrYDhET.mp3,143.74586486816406,1.1722410917282104,instrumental,Electronic---Downtempo,4.7647395,3.9590273
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/2m/2mrGbJrpRyRFDpj2HSeDh5.mp3,93.6702880859375,1.322948336601257,voice,Hip Hop---Jazzy Hip-Hop,6.312847,7.00281
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/5N/5NSSeFthY3wqM8gsen1gWL.mp3,99.75440216064452,1.0569138526916504,voice,Rock---Heavy Metal,5.693231,6.4046693
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.003/0J/0JHz6TOCIsxSqenueJUmts.mp3,124.96915435791016,1.8282759189605715,voice,Rock---Psychobilly,6.428349,6.7638583
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/7q/7qoW3ParhUI8S5rE5ukS4M.mp3,128.72996520996094,1.3940845727920532,voice,Latin---Salsa,6.391681,6.1505694
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/7q/7qQEQglMh0xhyhTD1hGPol.mp3,109.70930480957033,2.014216899871826,voice,Electronic---Deep House,5.8369403,6.5103474
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/2Y/2Y5OjP05eF33qbzXQmBKaG.mp3,108.0707550048828,1.023974061012268,instrumental,Pop---Light Music,4.678111,3.6092014
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/3N/3NFsGpOMKoomJ177vpM2kQ.mp3,141.93325805664062,1.8125874996185305,voice,Hip Hop---Cloud Rap,5.172944,4.9157376
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/75/75SJjjPkEkoieaxyiPWXoS.mp3,140.10836791992188,1.1120357513427734,instrumental,Jazz---Easy Listening,5.304203,4.6920104
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/75/75TRSDtN9V4PpL1WrQBNdL.mp3,107.63418579101562,1.1018993854522705,voice,Non-Music---Audiobook,5.280252,5.445702
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/5Z/5ZIpIEveuXqfiY2Jbnnz3k.mp3,120.79686737060548,1.9853410720825195,voice,Electronic---House,5.662565,7.097465
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/0z/0zILzTgNI7TVsv6juyTZkx.mp3,128.0302276611328,1.047169804573059,voice,Electronic---Darkwave,5.421428,5.6975636
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/4x/4xOz1kgBiIwoaZMAHk7jMn.mp3,140.61355590820312,1.0637460947036743,voice,Pop---Ballad,5.3374057,5.6459136
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/4R/4Rt9k4SE8dbfKzngxKJPq9.mp3,122.63589477539062,1.2161893844604492,voice,Pop---Ballad,4.7807946,5.0848365
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/0O/0OyG3pHJLDlhAZnBPjfa99.mp3,78.03173065185547,1.7395519018173218,voice,Reggae---Soca,5.9334035,6.3866653
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/0O/0OdLjNiILD2otzSmDIMGcn.mp3,74.62216186523438,1.265843629837036,instrumental,Hip Hop---Instrumental,4.1924973,3.4186084
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/6J/6JqRzMVuX8sO5huQpG1vbi.mp3,129.20199584960938,1.6636844873428345,instrumental,Pop---K-pop,6.3573694,7.55482
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/6J/6J7qstKVOZlrNyFH0Zre3R.mp3,89.3629379272461,1.6388379335403442,voice,Folk_ World_ & Country---Folk,6.5417776,6.3759017
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/5u/5u8a0zbLLiIOFjqoaI4v21.mp3,84.192138671875,0.965869128704071,voice,Folk_ World_ & Country---Folk,4.4117293,4.0268607
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/4k/4kWBuMsiE2OLwSXOrzfQvc.mp3,85.27973937988281,1.7703068256378174,voice,Hip Hop---Boom Bap,5.4665055,5.769022
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/4k/4kk62PnXUDSk5ma7OMX4Au.mp3,178.205810546875,1.2201858758926392,instrumental,Rock---Blues Rock,5.417619,6.6133037
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/3c/3cHlzApxgnDyTOLHr0JGaq.mp3,105.7327117919922,0.917373776435852,instrumental,Electronic---Ambient,4.230023,3.6019356
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/7g/7gPsw4Mp4kG4qA1x1goMa6.mp3,136.94631958007812,1.1841440200805664,instrumental,Electronic---Grime,5.311634,5.2672195
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/7B/7BUDrt63C0sypssveYzrxN.mp3,100.49555206298828,1.9121294021606443,voice,Latin---Cumbia,6.1007543,6.715814
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/3R/3RLV9wC6HBmfB3Vicwejc2.mp3,139.90994262695312,1.2071601152420044,voice,Rock---Alternative Rock,4.564991,6.4430175
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/3R/3Rzjm067RwWU3KC7n7owpJ.mp3,129.7675323486328,1.4116297960281372,voice,Electronic---House,5.8328505,7.4159427
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/2t/2ttsljoNDJeEouM69m2xZJ.mp3,89.45100402832031,1.288021683692932,instrumental,Classical---Contemporary,4.3066926,3.609817
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/2t/2tP2rytUFVm6lhCznfLbv6.mp3,125.03321075439452,1.6032795906066897,voice,Reggae---Reggae-Pop,6.2115984,6.2198014
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/2t/2tbJle1xpgaCXOv4om1H3S.mp3,95.80542755126952,0.995751976966858,voice,Hip Hop---Gangsta,4.7693267,5.41091
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/73/73OqXcxkAQvXt0lh9c3374.mp3,128.30641174316406,1.3679813146591189,instrumental,Electronic---Chiptune,6.135624,6.45016
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/6D/6D3kN0hHuKlr6HleXm78s2.mp3,135.59776306152344,1.793699860572815,voice,Rock---Punk,5.7672334,6.196385
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/4C/4CeCb8DyFS7sOfl3ySHJRo.mp3,66.25952911376953,1.6444847583770752,voice,Folk_ World_ & Country---African,6.161672,6.871952
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/4C/4COemI92kj2wyY5rzvxlyo.mp3,123.08174896240234,1.2160775661468506,voice,Non-Music---Audiobook,5.12522,4.5774493
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/77/77CFcDie3lZcuXpr05HlW2.mp3,97.97032165527344,1.5645768642425537,voice,Funk / Soul---Gospel,6.0191345,6.4047127
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/35/356xHj6ZBSoUFlRZAiwSiP.mp3,144.7211456298828,3.102583169937134,voice,Latin---Compas,5.7150307,5.2294397
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/35/35YdNj1juDjGXTds0lqL08.mp3,122.51774597167967,1.2804803848266602,instrumental,Rock---Punk,6.3662105,8.053524
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/0V/0VMg8ddZv7ADlLuniMycQ1.mp3,114.71247100830078,0.8744394779205322,voice,Rock---Alternative Rock,4.1706023,4.693084
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/5n/5nz1uB28W04d9yTcPPHPQv.mp3,143.91136169433594,1.2488242387771606,voice,Pop---Schlager,6.3070946,6.3075557
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/0Y/0Y4BRaiZm2Wbid8uccgXtO.mp3,86.06581115722656,0.9922223687171936,instrumental,Electronic---Drum n Bass,5.2679815,5.6074667
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/41/41nIdtTta9dN25RaiTtRcO.mp3,129.89646911621094,1.537240743637085,voice,Rock---Coldwave,5.6288505,6.079062
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/3W/3W7WybO9M0nxNJr4jriJqx.mp3,104.0661392211914,1.3763587474822998,voice,Hip Hop---Gangsta,4.0270805,6.409825
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/3W/3WhSaCFLslqvKQ91BkO3wx.mp3,162.1785430908203,1.5084850788116455,voice,Folk_ World_ & Country---Romani,5.680875,5.089773
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/6j/6jTo6Xen74yimHsMFINfta.mp3,95.24335479736328,1.7669124603271484,voice,Hip Hop---Hardcore Hip-Hop,5.2622333,6.586772
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/7r/7rKR56Opz9WfCXMTB83Xmu.mp3,120.58685302734376,0.764400839805603,instrumental,Rock---Alternative Rock,4.2315583,4.94809
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/2a/2aO9yofU1EXvFg4SrjkQvJ.mp3,120.97470092773438,1.2215656042099,voice,Hip Hop---Cloud Rap,4.977646,5.607372
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/5p/5pYxPiBhSnekrn3Xdhsj21.mp3,119.7704849243164,1.124391794204712,voice,Folk_ World_ & Country---Folk,5.5694118,5.5399365
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/2J/2JCgLOGh0qCInX82AALLKP.mp3,119.95115661621094,1.710613250732422,voice,Electronic---House,6.079806,7.295256
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/2J/2JBBuDV3hMHBwpcZghVz3A.mp3,136.90969848632812,1.3930017948150637,voice,Pop---K-pop,5.8261037,7.6051517
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.005/1q/1ql6KwJZmcu8g70GpP80Bx.mp3,152.18150329589844,0.8587386012077332,voice,Classical---Choral,3.855054,3.4244783
